City,Year,Series,Permits,provisional
Brookhaven,2012,Multi-family,0,False
Brookhaven,2012,Single-family,0,False
Brookhaven,2013,Multi-family,0,False
Brookhaven,2013,Single-family,0,False
Brookhaven,2014,Multi-family,0,False
Brookhaven,2014,Single-family,0,False
Brookhaven,2015,Multi-family,0,False
Brookhaven,2015,Single-family,55,False
Brookhaven,2016,Multi-family,0,False
Brookhaven,2016,Single-family,255,False
Brookhaven,2017,Multi-family,0,False
Brookhaven,2017,Single-family,300,False
Brookhaven,2018,Multi-family,666,False
Brookhaven,2018,Single-family,179,False
Brookhaven,2019,Multi-family,8,False
Brookhaven,2019,Single-family,199,False
Brookhaven,2020,Multi-family,301,False
Brookhaven,2020,Single-family,223,False
Brookhaven,2021,Multi-family,342,False
Brookhaven,2021,Single-family,217,False
Brookhaven,2022,Multi-family,200,False
Brookhaven,2022,Single-family,96,False
Brookhaven,2023,Multi-family,630,False
Brookhaven,2023,Single-family,62,False
Brookhaven,2024,Multi-family,0,False
Brookhaven,2024,Single-family,117,False
Brookhaven,2025,Multi-family,0,True
Brookhaven,2025,Single-family,143,True
Brookhaven,2026,Multi-family,53,True
Brookhaven,2026,Single-family,3,True
Buford,1980,Multi-family,0,False
Buford,1980,Single-family,0,False
Buford,1981,Multi-family,0,False
Buford,1981,Single-family,0,False
Buford,1982,Multi-family,0,False
Buford,1982,Single-family,0,False
Buford,1983,Multi-family,0,False
Buford,1983,Single-family,0,False
Buford,1984,Multi-family,0,False
Buford,1984,Single-family,0,False
Buford,1985,Multi-family,0,False
Buford,1985,Single-family,0,False
Buford,1986,Multi-family,0,False
Buford,1986,Single-family,0,False
Buford,1987,Multi-family,0,False
Buford,1987,Single-family,0,False
Buford,1988,Multi-family,0,False
Buford,1988,Single-family,0,False
Buford,1989,Multi-family,0,False
Buford,1989,Single-family,0,False
Buford,1990,Multi-family,0,False
Buford,1990,Single-family,9,False
Buford,1991,Multi-family,0,False
Buford,1991,Single-family,12,False
Buford,1992,Multi-family,0,False
Buford,1992,Single-family,43,False
Buford,1993,Multi-family,0,False
Buford,1993,Single-family,30,False
Buford,1994,Multi-family,0,False
Buford,1994,Single-family,63,False
Buford,1995,Multi-family,0,False
Buford,1995,Single-family,43,False
Buford,1996,Multi-family,0,False
Buford,1996,Single-family,43,False
Buford,1997,Multi-family,0,False
Buford,1997,Single-family,58,False
Buford,1998,Multi-family,0,False
Buford,1998,Single-family,28,False
Buford,1999,Multi-family,0,False
Buford,1999,Single-family,37,False
Buford,2000,Multi-family,0,False
Buford,2000,Single-family,31,False
Buford,2001,Multi-family,0,False
Buford,2001,Single-family,64,False
Buford,2002,Multi-family,0,False
Buford,2002,Single-family,41,False
Buford,2003,Multi-family,0,False
Buford,2003,Single-family,7,False
Buford,2004,Multi-family,0,False
Buford,2004,Single-family,6,False
Buford,2005,Multi-family,0,False
Buford,2005,Single-family,58,False
Buford,2006,Multi-family,3,False
Buford,2006,Single-family,155,False
Buford,2007,Multi-family,2,False
Buford,2007,Single-family,78,False
Buford,2008,Multi-family,0,False
Buford,2008,Single-family,46,False
Buford,2009,Multi-family,0,False
Buford,2009,Single-family,14,False
Buford,2010,Multi-family,0,False
Buford,2010,Single-family,14,False
Buford,2011,Multi-family,0,False
Buford,2011,Single-family,22,False
Buford,2012,Multi-family,0,False
Buford,2012,Single-family,50,False
Buford,2013,Multi-family,0,False
Buford,2013,Single-family,118,False
Buford,2014,Multi-family,0,False
Buford,2014,Single-family,100,False
Buford,2015,Multi-family,0,False
Buford,2015,Single-family,139,False
Buford,2016,Multi-family,0,False
Buford,2016,Single-family,155,False
Buford,2017,Multi-family,0,False
Buford,2017,Single-family,142,False
Buford,2018,Multi-family,0,False
Buford,2018,Single-family,149,False
Buford,2019,Multi-family,7,False
Buford,2019,Single-family,153,False
Buford,2020,Multi-family,33,False
Buford,2020,Single-family,201,False
Buford,2021,Multi-family,111,False
Buford,2021,Single-family,91,False
Buford,2022,Multi-family,12,False
Buford,2022,Single-family,85,False
Buford,2023,Multi-family,73,False
Buford,2023,Single-family,37,False
Buford,2024,Multi-family,0,False
Buford,2024,Single-family,52,False
Buford,2025,Multi-family,0,True
Buford,2025,Single-family,61,True
Buford,2026,Multi-family,0,True
Buford,2026,Single-family,5,True
Canton,1980,Multi-family,0,False
Canton,1980,Single-family,0,False
Canton,1981,Multi-family,0,False
Canton,1981,Single-family,0,False
Canton,1982,Multi-family,0,False
Canton,1982,Single-family,0,False
Canton,1983,Multi-family,0,False
Canton,1983,Single-family,0,False
Canton,1984,Multi-family,0,False
Canton,1984,Single-family,0,False
Canton,1985,Multi-family,0,False
Canton,1985,Single-family,0,False
Canton,1986,Multi-family,0,False
Canton,1986,Single-family,0,False
Canton,1987,Multi-family,0,False
Canton,1987,Single-family,0,False
Canton,1988,Multi-family,0,False
Canton,1988,Single-family,0,False
Canton,1989,Multi-family,0,False
Canton,1989,Single-family,0,False
Canton,1990,Multi-family,0,False
Canton,1990,Single-family,0,False
Canton,1991,Multi-family,0,False
Canton,1991,Single-family,0,False
Canton,1992,Multi-family,0,False
Canton,1992,Single-family,0,False
Canton,1993,Multi-family,0,False
Canton,1993,Single-family,0,False
Canton,1994,Multi-family,0,False
Canton,1994,Single-family,0,False
Canton,1995,Multi-family,0,False
Canton,1995,Single-family,0,False
Canton,1996,Multi-family,8,False
Canton,1996,Single-family,48,False
Canton,1997,Multi-family,11,False
Canton,1997,Single-family,58,False
Canton,1998,Multi-family,250,False
Canton,1998,Single-family,152,False
Canton,1999,Multi-family,58,False
Canton,1999,Single-family,117,False
Canton,2000,Multi-family,424,False
Canton,2000,Single-family,184,False
Canton,2001,Multi-family,420,False
Canton,2001,Single-family,342,False
Canton,2002,Multi-family,345,False
Canton,2002,Single-family,484,False
Canton,2003,Multi-family,22,False
Canton,2003,Single-family,793,False
Canton,2004,Multi-family,217,False
Canton,2004,Single-family,781,False
Canton,2005,Multi-family,94,False
Canton,2005,Single-family,631,False
Canton,2006,Multi-family,24,False
Canton,2006,Single-family,747,False
Canton,2007,Multi-family,15,False
Canton,2007,Single-family,437,False
Canton,2008,Multi-family,4,False
Canton,2008,Single-family,132,False
Canton,2009,Multi-family,0,False
Canton,2009,Single-family,46,False
Canton,2010,Multi-family,0,False
Canton,2010,Single-family,99,False
Canton,2011,Multi-family,0,False
Canton,2011,Single-family,46,False
Canton,2012,Multi-family,10,False
Canton,2012,Single-family,102,False
Canton,2013,Multi-family,0,False
Canton,2013,Single-family,170,False
Canton,2014,Multi-family,0,False
Canton,2014,Single-family,282,False
Canton,2015,Multi-family,5,False
Canton,2015,Single-family,254,False
Canton,2016,Multi-family,358,False
Canton,2016,Single-family,311,False
Canton,2017,Multi-family,0,False
Canton,2017,Single-family,379,False
Canton,2018,Multi-family,308,False
Canton,2018,Single-family,397,False
Canton,2019,Multi-family,266,False
Canton,2019,Single-family,452,False
Canton,2020,Multi-family,0,False
Canton,2020,Single-family,451,False
Canton,2021,Multi-family,152,False
Canton,2021,Single-family,343,False
Canton,2022,Multi-family,236,False
Canton,2022,Single-family,313,False
Canton,2023,Multi-family,30,False
Canton,2023,Single-family,431,False
Canton,2024,Multi-family,858,False
Canton,2024,Single-family,286,False
Canton,2025,Multi-family,7,True
Canton,2025,Single-family,276,True
Canton,2026,Multi-family,240,True
Canton,2026,Single-family,13,True
Chamblee,1980,Multi-family,0,False
Chamblee,1980,Single-family,0,False
Chamblee,1981,Multi-family,0,False
Chamblee,1981,Single-family,0,False
Chamblee,1982,Multi-family,0,False
Chamblee,1982,Single-family,0,False
Chamblee,1983,Multi-family,0,False
Chamblee,1983,Single-family,1,False
Chamblee,1984,Multi-family,0,False
Chamblee,1984,Single-family,2,False
Chamblee,1985,Multi-family,0,False
Chamblee,1985,Single-family,0,False
Chamblee,1986,Multi-family,0,False
Chamblee,1986,Single-family,4,False
Chamblee,1987,Multi-family,0,False
Chamblee,1987,Single-family,19,False
Chamblee,1988,Multi-family,0,False
Chamblee,1988,Single-family,13,False
Chamblee,1989,Multi-family,0,False
Chamblee,1989,Single-family,3,False
Chamblee,1990,Multi-family,0,False
Chamblee,1990,Single-family,4,False
Chamblee,1991,Multi-family,0,False
Chamblee,1991,Single-family,2,False
Chamblee,1992,Multi-family,0,False
Chamblee,1992,Single-family,3,False
Chamblee,1993,Multi-family,0,False
Chamblee,1993,Single-family,2,False
Chamblee,1994,Multi-family,0,False
Chamblee,1994,Single-family,2,False
Chamblee,1995,Multi-family,0,False
Chamblee,1995,Single-family,0,False
Chamblee,1996,Multi-family,0,False
Chamblee,1996,Single-family,0,False
Chamblee,1997,Multi-family,0,False
Chamblee,1997,Single-family,0,False
Chamblee,1998,Multi-family,0,False
Chamblee,1998,Single-family,0,False
Chamblee,1999,Multi-family,412,False
Chamblee,1999,Single-family,1,False
Chamblee,2000,Multi-family,0,False
Chamblee,2000,Single-family,0,False
Chamblee,2001,Multi-family,100,False
Chamblee,2001,Single-family,0,False
Chamblee,2002,Multi-family,0,False
Chamblee,2002,Single-family,9,False
Chamblee,2003,Multi-family,16,False
Chamblee,2003,Single-family,6,False
Chamblee,2004,Multi-family,242,False
Chamblee,2004,Single-family,33,False
Chamblee,2005,Multi-family,192,False
Chamblee,2005,Single-family,7,False
Chamblee,2006,Multi-family,60,False
Chamblee,2006,Single-family,6,False
Chamblee,2007,Multi-family,0,False
Chamblee,2007,Single-family,101,False
Chamblee,2008,Multi-family,0,False
Chamblee,2008,Single-family,4,False
Chamblee,2009,Multi-family,0,False
Chamblee,2009,Single-family,0,False
Chamblee,2010,Multi-family,0,False
Chamblee,2010,Single-family,2,False
Chamblee,2011,Multi-family,0,False
Chamblee,2011,Single-family,1,False
Chamblee,2012,Multi-family,0,False
Chamblee,2012,Single-family,9,False
Chamblee,2013,Multi-family,0,False
Chamblee,2013,Single-family,20,False
Chamblee,2014,Multi-family,0,False
Chamblee,2014,Single-family,40,False
Chamblee,2015,Multi-family,0,False
Chamblee,2015,Single-family,35,False
Chamblee,2016,Multi-family,303,False
Chamblee,2016,Single-family,28,False
Chamblee,2017,Multi-family,58,False
Chamblee,2017,Single-family,135,False
Chamblee,2018,Multi-family,205,False
Chamblee,2018,Single-family,151,False
Chamblee,2019,Multi-family,14,False
Chamblee,2019,Single-family,186,False
Chamblee,2020,Multi-family,0,False
Chamblee,2020,Single-family,26,False
Chamblee,2021,Multi-family,0,False
Chamblee,2021,Single-family,75,False
Chamblee,2022,Multi-family,1003,False
Chamblee,2022,Single-family,35,False
Chamblee,2023,Multi-family,184,False
Chamblee,2023,Single-family,21,False
Chamblee,2024,Multi-family,0,False
Chamblee,2024,Single-family,20,False
Chamblee,2025,Multi-family,367,True
Chamblee,2025,Single-family,32,True
Chamblee,2026,Multi-family,0,True
Chamblee,2026,Single-family,4,True
Chattahoochee Hills,1980,Multi-family,0,False
Chattahoochee Hills,1980,Single-family,0,False
Chattahoochee Hills,1981,Multi-family,0,False
Chattahoochee Hills,1981,Single-family,0,False
Chattahoochee Hills,1982,Multi-family,0,False
Chattahoochee Hills,1982,Single-family,0,False
Chattahoochee Hills,1983,Multi-family,0,False
Chattahoochee Hills,1983,Single-family,0,False
Chattahoochee Hills,1984,Multi-family,0,False
Chattahoochee Hills,1984,Single-family,0,False
Chattahoochee Hills,1985,Multi-family,0,False
Chattahoochee Hills,1985,Single-family,0,False
Chattahoochee Hills,1986,Multi-family,0,False
Chattahoochee Hills,1986,Single-family,0,False
Chattahoochee Hills,1987,Multi-family,0,False
Chattahoochee Hills,1987,Single-family,0,False
Chattahoochee Hills,1988,Multi-family,0,False
Chattahoochee Hills,1988,Single-family,0,False
Chattahoochee Hills,1989,Multi-family,0,False
Chattahoochee Hills,1989,Single-family,0,False
Chattahoochee Hills,1990,Multi-family,0,False
Chattahoochee Hills,1990,Single-family,0,False
Chattahoochee Hills,1991,Multi-family,0,False
Chattahoochee Hills,1991,Single-family,0,False
Chattahoochee Hills,1992,Multi-family,0,False
Chattahoochee Hills,1992,Single-family,0,False
Chattahoochee Hills,1993,Multi-family,0,False
Chattahoochee Hills,1993,Single-family,0,False
Chattahoochee Hills,1994,Multi-family,0,False
Chattahoochee Hills,1994,Single-family,0,False
Chattahoochee Hills,1995,Multi-family,0,False
Chattahoochee Hills,1995,Single-family,0,False
Chattahoochee Hills,1996,Multi-family,0,False
Chattahoochee Hills,1996,Single-family,0,False
Chattahoochee Hills,1997,Multi-family,0,False
Chattahoochee Hills,1997,Single-family,0,False
Chattahoochee Hills,1998,Multi-family,0,False
Chattahoochee Hills,1998,Single-family,0,False
Chattahoochee Hills,1999,Multi-family,0,False
Chattahoochee Hills,1999,Single-family,0,False
Chattahoochee Hills,2000,Multi-family,0,False
Chattahoochee Hills,2000,Single-family,0,False
Chattahoochee Hills,2001,Multi-family,0,False
Chattahoochee Hills,2001,Single-family,0,False
Chattahoochee Hills,2002,Multi-family,0,False
Chattahoochee Hills,2002,Single-family,0,False
Chattahoochee Hills,2003,Multi-family,0,False
Chattahoochee Hills,2003,Single-family,0,False
Chattahoochee Hills,2004,Multi-family,0,False
Chattahoochee Hills,2004,Single-family,0,False
Chattahoochee Hills,2005,Multi-family,0,False
Chattahoochee Hills,2005,Single-family,0,False
Chattahoochee Hills,2006,Multi-family,0,False
Chattahoochee Hills,2006,Single-family,0,False
Chattahoochee Hills,2007,Multi-family,0,False
Chattahoochee Hills,2007,Single-family,0,False
Chattahoochee Hills,2008,Multi-family,0,False
Chattahoochee Hills,2008,Single-family,0,False
Chattahoochee Hills,2009,Multi-family,0,False
Chattahoochee Hills,2009,Single-family,2,False
Chattahoochee Hills,2010,Multi-family,0,False
Chattahoochee Hills,2010,Single-family,5,False
Chattahoochee Hills,2011,Multi-family,0,False
Chattahoochee Hills,2011,Single-family,9,False
Chattahoochee Hills,2012,Multi-family,0,False
Chattahoochee Hills,2012,Single-family,12,False
Chattahoochee Hills,2013,Multi-family,0,False
Chattahoochee Hills,2013,Single-family,26,False
Chattahoochee Hills,2014,Multi-family,0,False
Chattahoochee Hills,2014,Single-family,38,False
Chattahoochee Hills,2015,Multi-family,24,False
Chattahoochee Hills,2015,Single-family,24,False
Chattahoochee Hills,2016,Multi-family,0,False
Chattahoochee Hills,2016,Single-family,48,False
Chattahoochee Hills,2017,Multi-family,0,False
Chattahoochee Hills,2017,Single-family,34,False
Chattahoochee Hills,2018,Multi-family,0,False
Chattahoochee Hills,2018,Single-family,55,False
Chattahoochee Hills,2019,Multi-family,0,False
Chattahoochee Hills,2019,Single-family,43,False
Chattahoochee Hills,2020,Multi-family,0,False
Chattahoochee Hills,2020,Single-family,75,False
Chattahoochee Hills,2021,Multi-family,9,False
Chattahoochee Hills,2021,Single-family,76,False
Chattahoochee Hills,2022,Multi-family,0,False
Chattahoochee Hills,2022,Single-family,88,False
Chattahoochee Hills,2023,Multi-family,0,False
Chattahoochee Hills,2023,Single-family,56,False
Chattahoochee Hills,2024,Multi-family,0,False
Chattahoochee Hills,2024,Single-family,64,False
Chattahoochee Hills,2025,Multi-family,0,True
Chattahoochee Hills,2025,Single-family,40,True
Chattahoochee Hills,2026,Multi-family,0,True
Chattahoochee Hills,2026,Single-family,2,True
Clarkston,1980,Multi-family,0,False
Clarkston,1980,Single-family,0,False
Clarkston,1981,Multi-family,0,False
Clarkston,1981,Single-family,0,False
Clarkston,1982,Multi-family,0,False
Clarkston,1982,Single-family,0,False
Clarkston,1983,Multi-family,0,False
Clarkston,1983,Single-family,0,False
Clarkston,1984,Multi-family,0,False
Clarkston,1984,Single-family,0,False
Clarkston,1985,Multi-family,0,False
Clarkston,1985,Single-family,0,False
Clarkston,1986,Multi-family,0,False
Clarkston,1986,Single-family,0,False
Clarkston,1987,Multi-family,0,False
Clarkston,1987,Single-family,0,False
Clarkston,1988,Multi-family,0,False
Clarkston,1988,Single-family,0,False
Clarkston,1989,Multi-family,0,False
Clarkston,1989,Single-family,0,False
Clarkston,1990,Multi-family,0,False
Clarkston,1990,Single-family,0,False
Clarkston,1991,Multi-family,0,False
Clarkston,1991,Single-family,0,False
Clarkston,1992,Multi-family,0,False
Clarkston,1992,Single-family,0,False
Clarkston,1993,Multi-family,0,False
Clarkston,1993,Single-family,0,False
Clarkston,1994,Multi-family,0,False
Clarkston,1994,Single-family,0,False
Clarkston,1995,Multi-family,0,False
Clarkston,1995,Single-family,0,False
Clarkston,1996,Multi-family,0,False
Clarkston,1996,Single-family,0,False
Clarkston,1997,Multi-family,0,False
Clarkston,1997,Single-family,0,False
Clarkston,1998,Multi-family,0,False
Clarkston,1998,Single-family,0,False
Clarkston,1999,Multi-family,0,False
Clarkston,1999,Single-family,0,False
Clarkston,2000,Multi-family,0,False
Clarkston,2000,Single-family,0,False
Clarkston,2001,Multi-family,0,False
Clarkston,2001,Single-family,0,False
Clarkston,2002,Multi-family,0,False
Clarkston,2002,Single-family,0,False
Clarkston,2003,Multi-family,0,False
Clarkston,2003,Single-family,0,False
Clarkston,2004,Multi-family,0,False
Clarkston,2004,Single-family,0,False
Clarkston,2005,Multi-family,0,False
Clarkston,2005,Single-family,0,False
Clarkston,2006,Multi-family,0,False
Clarkston,2006,Single-family,0,False
Clarkston,2007,Multi-family,0,False
