county_name,date,month_year,year,Series,Permits
Rockdale,2024-02-01,Feb 2024,2024,Multi-Family,0.0
Rockdale,2024-03-01,Mar 2024,2024,Single-Family,44.0
Rockdale,2024-03-01,Mar 2024,2024,Multi-Family,0.0
Rockdale,2024-04-01,Apr 2024,2024,Single-Family,57.0
Rockdale,2024-04-01,Apr 2024,2024,Multi-Family,0.0
Rockdale,2024-05-01,May 2024,2024,Single-Family,40.0
Rockdale,2024-05-01,May 2024,2024,Multi-Family,0.0
Rockdale,2024-06-01,Jun 2024,2024,Single-Family,65.0
Rockdale,2024-06-01,Jun 2024,2024,Multi-Family,0.0
Rockdale,2024-07-01,Jul 2024,2024,Single-Family,107.0
Rockdale,2024-07-01,Jul 2024,2024,Multi-Family,0.0
